URL,Response,Type
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/energy/pdf/Refiners%20Interest%20Renewable%20Fuels_ENG.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/energy/pdf/Biofuels%20to%20Hydrocarbon%20Tech_ENG.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/energy/pdf/HDRD%20Business%20Case_English.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/energy/pdf/2011%20Annual%20Report%20Deck_ENG.pdf,200.0,Internal
https://www.nrcan.gc.ca/energy/alternative-fuels/resources/3685,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14145,200.0,Internal
mailto:ecoenergyrp@nrcan.gc.ca,,Internal
https://www.nrcan.gc.ca/ecoaction/14163,200.0,Internal
https://www.nrcan.gc.ca#a1,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14147,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14161#annexc,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14159,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14157,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14155,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14153,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14149,200.0,Internal
http://www.nrcan.gc.ca/ecoaction/14145,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14161#annexb,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14161#annexa,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14161,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14159#a64,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14159#a63,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14159#a62,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14159#a61,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14157#a54,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14157#a53,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14157#a52,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14157#a51,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14155#a45,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14155#a44,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14155#a43,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14155#a42,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14155#a41,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14153#a35,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14153#a34,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14153#a33,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14153#a32,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14153#a31,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14153#a3,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a215,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a214,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a213,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a212,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a211,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a210,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a29,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a28,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a27,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a26,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a25,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a24,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a23,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a22,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a21,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14151#a2,200.0,Internal
https://www.nrcan.gc.ca/ecoaction/14149#a1,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/files/pdf/ecoaction/conditions-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/our-natural-resources/domestic-and-international-markets/transportation-fuel-prices/4593,200.0,Internal
https://www.nrcan.gc.ca/our-natural-resources/indigenous-natural-resources/22004,200.0,Internal
https://www.nrcan.gc.ca/our-natural-resources/indigenous-natural-resources/indigenous-participation-mining-activities/7815,200.0,Internal
https://www.nrcan.gc.ca/our-natural-resources/indigenous-natural-resources/indigenous-participation-mining-activities/indigenous-participation-mining-information-products/7817,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/aboriginal/bulletin/7825,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/materials,200.0,Internal
https://www.nrcan.gc.ca/node/10683,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/busi-indu/met-qfi/2010/met-qfi-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/markets/8358,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/longdesc/4048.html#fig3,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/longdesc/4048.html#fig2,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/longdesc/4048.html#fig1,200.0,Internal
https://www.nrcan.gc.ca#fn1-rf,200.0,Internal
https://www.nrcan.gc.ca#fn1,200.0,Internal
https://www.nrcan.gc.ca#figure3,200.0,Internal
https://www.nrcan.gc.ca#figure2,200.0,Internal
https://www.nrcan.gc.ca#figure1,200.0,Internal
https://www.nrcan.gc.ca#aetr,200.0,Internal
http://www.nrcan.gc.ca/mining-materials/publications/16739,200.0,Internal
https://www.nrcan.gc.ca#fn10-rf,200.0,Internal
https://www.nrcan.gc.ca#fn9-rf,200.0,Internal
https://www.nrcan.gc.ca#fn8-rf,200.0,Internal
https://www.nrcan.gc.ca#fn7-rf,200.0,Internal
https://www.nrcan.gc.ca#fn6-rf,200.0,Internal
https://www.nrcan.gc.ca#fn5-rf,200.0,Internal
https://www.nrcan.gc.ca#fn4-rf,200.0,Internal
https://www.nrcan.gc.ca#fn3-rf,200.0,Internal
https://www.nrcan.gc.ca#fn2-rf,200.0,Internal
https://www.nrcan.gc.ca#fn10,200.0,Internal
https://www.nrcan.gc.ca#fn9,200.0,Internal
https://www.nrcan.gc.ca#fn8,200.0,Internal
https://www.nrcan.gc.ca#T2,200.0,Internal
https://www.nrcan.gc.ca#fn7,200.0,Internal
https://www.nrcan.gc.ca#fn6,200.0,Internal
https://www.nrcan.gc.ca#T1,200.0,Internal
https://www.nrcan.gc.ca#fn5,200.0,Internal
https://www.nrcan.gc.ca#F2,200.0,Internal
https://www.nrcan.gc.ca#fn4,200.0,Internal
https://www.nrcan.gc.ca#fn3,200.0,Internal
https://www.nrcan.gc.ca#fn2,200.0,Internal
https://www.nrcan.gc.ca#F1,200.0,Internal
https://www.nrcan.gc.ca#s5,200.0,Internal
https://www.nrcan.gc.ca#s4,200.0,Internal
https://www.nrcan.gc.ca#s3,200.0,Internal
https://www.nrcan.gc.ca#s2,200.0,Internal
https://www.nrcan.gc.ca#s1,200.0,Internal
https://www.nrcan.gc.ca/canadian-mineral-production/17722,200.0,Internal
https://www.nrcan.gc.ca#fig1,200.0,Internal
https://www.nrcan.gc.ca#tbl1,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/mining/minerals-and-metals-policy/whitehorse-mining-initiative/8698,200.0,Internal
https://www.nrcan.gc.ca/our-natural-resources/minerals-and-mining/mining-resources/10682,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/resources/canadian-certified-reference-materials-project/7827,200.0,Internal
mailto:NRCan.ccrmp-pcmrc.RNCan@canada.ca?subject=Request%20for%20catalogue%20,,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/pdf/asscrm-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/resources/canadian-certified-reference-materials-project/discontinued-certified-reference-materials/8149,200.0,Internal
mailto:NRCan.ccrmp-pcmrc.RNCan@canada.ca,,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/wpr-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8047,200.0,Internal
mailto:ccrmp@nrcan.gc.ca,,Internal
https://www.nrcan.gc.ca#tbl3,200.0,Internal
https://www.nrcan.gc.ca#tbl2,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/wmg-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8031,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/wmg-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8121,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/UM-2%20and%20UM-4%20%20%20pdf%20ENG%20%20.pdf,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/tls-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8061,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/till-1-4-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8137,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/TILL_CERT-eng.pdf,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/stsd-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8023,200.0,Internal
http://www.nrcan.gc.ca/mining-materials/certified-reference-materials/8149,404.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/ssc-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8063,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/so-3-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8117,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8123,200.0,Internal
http://www.nrcan.gc.ca/mining-materials/certified-reference-materials/8001,200.0,Internal
mailto:NRCan.info-mms-info-smm.RNCan@canada.ca,,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/8145,404.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/pdf/tech-tech/WPR-1aCertificate-en.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8141,200.0,Internal
https://www.nrcan.gc.ca#Table3,200.0,Internal
https://www.nrcan.gc.ca#Table2,200.0,Internal
https://www.nrcan.gc.ca#Table1,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/pdf/tech-tech/WPR-1aCertificate-en.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/wms-1a-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8087,200.0,Internal
https://www.nrcan.gc.ca#t3,200.0,Internal
https://www.nrcan.gc.ca#t2,200.0,Internal
http://www.nrcan.gc.ca/mining-materials/certified-reference-materials/7827,200.0,Internal
https://www.nrcan.gc.ca#t1,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/wms-1a-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/wmg-1a-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8081,200.0,Internal
https://www.nrcan.gc.ca#T3,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/wmg-1a-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/wgb-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8069,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8127,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/umt-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8043,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/tpo-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/technology/certified-reference-materials/certificate-price-list/8073,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/tlg-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8083,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/till-1-4-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/tdb-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8039,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/tdb-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/tan-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8105,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/tan-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/sy-4-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8025,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/su-1b-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8129,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8111,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mining-materials/PDF/SL-1%20English%20%20.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/RTS-5Englishcertificate.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/17597,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/rts-3a-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8139,200.0,Internal
https://www.nrcan.gc.ca#table3,200.0,Internal
https://www.nrcan.gc.ca#table2,200.0,Internal
https://www.nrcan.gc.ca#table1,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/rl-1a-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8099,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/rl-1a-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/REE-3%20%20%20English%20certificate.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/21276,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/REE-2English-certificate.pdf,200.0,Internal
https://www.nrcan.gc.ca/node/18270/,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/pdf/tech-tech/ree-1-2a-en.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/15905,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/ptc-1b-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/16327,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8003,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8135,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/oka-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8125,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/nza-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8119,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/nbm-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8095,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/files/pdf/tech-tech/MP-2aCertificate-en.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8143,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/7827,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/mp-1b-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8021,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/ma-3a-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8093,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/ma-2c-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8101,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/ma-1b-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8065,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/kzk-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8041,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/kzk-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/IOC-1-Certificate-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/19737,200.0,Internal
https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/inm-1-eng.pdf,200.0,Internal
https://www.nrcan.gc.ca/mining-materials/certified-reference-materials/certificate-price-list/8107,200.0,Internal
http://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/mineralsmetals/pdf/mms-smm/tect-tech/ccrmp/cer-cer/inm-1-eng.pdf,200.0,Internal
